10729243,24563,1,RB,1,100,2025-10-24_02-19-25-806081
10729248,24564,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10729234,24565,1,PI,1,100,16360
10729234,24566,1,PR,1,100,18726
10729234,24567,1,PG,1,100,1175
10729233,24568,1,EA,1,100,0.030307
10729233,24569,1,EL,1,100,26435.199219
10729241,24570,1,TH,1,100,32.728
10729247,24571,1,AX,1,100,-0.067
10729247,24572,1,AY,1,100,0.985
10729247,24573,1,AZ,1,100,0.180
10729247,24574,1,GX,1,100,1.678
10729247,24575,1,GY,1,100,-1.587
10729247,24576,1,GZ,1,100,1.953
10729247,24577,1,MX,1,100,79
10729247,24578,1,MY,1,100,-32
10729247,24579,1,MZ,1,100,49
10729647,24630,3,PR,1,100,13106,9919,9686
10729647,24631,3,PG,1,100,877,728,708
10729633,24632,2,EA,1,100,0.030306,0.030306
10729633,24633,2,EL,1,100,26436.000000,26436.000000
10729626,24634,1,T1,1,100,33.032
10729641,24635,1,TH,1,100,32.520
10729647,24636,3,AX,1,100,-0.075,-0.082,-0.077
10729647,24637,3,AY,1,100,0.983,0.984,0.982
10729647,24638,3,AZ,1,100,0.167,0.169,0.179
10729647,24639,3,GX,1,100,-1.099,3.937,-0.397
10729647,24640,3,GY,1,100,0.427,0.275,0.916
10729647,24641,3,GZ,1,100,0.854,0.549,0.458
10729647,24642,3,MX,1,100,79,78,79
10729647,24643,3,MY,1,100,-33,-34,-32
10729647,24644,3,MZ,1,100,50,48,50
10729727,24645,2,PI,1,100,10099,12229
10729727,24646,2,PR,1,100,10469,13154
10729727,24647,2,PG,1,100,763,897
10729699,24648,1,EA,1,100,0.030306
10729699,24649,1,EL,1,100,26436.000000
10729727,24650,2,AX,1,100,-0.070,-0.077
10729727,24651,2,AY,1,100,0.983,0.985
10729727,24652,2,AZ,1,100,0.183,0.177
10729727,24653,2,GX,1,100,-1.617,0.702
10729727,24654,2,GY,1,100,1.221,1.984
10729727,24655,2,GZ,1,100,1.923,-0.610
10729727,24656,2,MX,1,100,78,78
10729727,24657,2,MY,1,100,-33,-33
10729727,24658,2,MZ,1,100,49,50
10729850,24659,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10729832,24660,1,SF,1,100,3.9064
10729847,24661,3,PI,1,100,13666,13088,25478
10729847,24662,3,PR,1,100,15037,14164,29854
10729847,24663,3,PG,1,100,1008,955,1897
10729832,24664,2,EA,1,100,0.030306,0.030672
10729832,24665,2,EL,1,100,26436.000000,25888.000000
10729759,24666,1,T1,1,100,32.979
10729774,24667,1,TH,1,100,32.520
10729847,24668,3,AX,1,100,-0.081,-0.074,-0.090
10729847,24669,3,AY,1,100,0.982,0.982,0.981
10729847,24670,3,AZ,1,100,0.177,0.180,0.154
10729847,24671,3,GX,1,100,0.153,-2.686,-1.801
10729847,24672,3,GY,1,100,1.434,2.838,-0.549
10729847,24673,3,GZ,1,100,-0.946,3.326,5.493
10729847,24674,3,MX,1,100,79,78,78
10729847,24675,3,MY,1,100,-32,-32,-33
10729847,24676,3,MZ,1,100,50,49,49
10729927,24677,2,PI,1,100,100094,144329
10729927,24678,2,PR,1,100,112531,137676
10729927,24679,2,PG,1,100,5591,6161
10729899,24680,1,EA,1,100,0.087228
10729899,24681,1,EL,1,100,-3578.399902
10729892,24682,1,T1,1,100,33.026
10729907,24683,1,TH,1,100,34.477
10729927,24684,2,AX,1,100,-0.070,-0.063
10729927,24685,2,AY,1,100,0.984,0.985
10729927,24686,2,AZ,1,100,0.187,0.190
10729927,24687,2,GX,1,100,2.075,-3.082
10729927,24688,2,GY,1,100,2.411,4.517
10729927,24689,2,GZ,1,100,0.275,3.326
10729927,24690,2,MX,1,100,78,79
10729927,24691,2,MY,1,100,-32,-33
10729927,24692,2,MZ,1,100,50,50
10730051,24693,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10730047,24694,3,PI,1,100,153141,154426,124300
10730047,24695,3,PR,1,100,142281,143135,130710
10730047,24696,3,PG,1,100,6601,6728,6507
10730033,24697,2,EA,1,100,10000.000000,10000.000000
10730033,24698,2,EL,1,100,-24952.400391,-20846.599609
10730026,24699,1,T1,1,100,33.011
10730041,24700,1,TH,1,100,34.510
10730060,24701,3,AX,1,100,-0.066,-0.061,-0.079
10730060,24702,3,AY,1,100,0.983,0.988,0.981
10730060,24703,3,AZ,1,100,0.182,0.192,0.157
10730060,24704,3,GX,1,100,1.465,3.571,7.050
10730060,24705,3,GY,1,100,-1.587,-3.235,-6.226
10730060,24706,3,GZ,1,100,1.923,-1.587,-1.190
10730060,24707,3,MX,1,100,80,78,78
10730060,24708,3,MY,1,100,-33,-32,-33
10730060,24709,3,MZ,1,100,51,49,49
10730127,24710,2,PI,1,100,54583,10462
10730127,24711,2,PR,1,100,67217,10523
10730127,24712,2,PG,1,100,3867,741
10730099,24713,1,EA,1,100,0.039606
10730099,24714,1,EL,1,100,15636.599609
10730159,24715,1,T1,1,100,32.969
10730140,24716,2,AX,1,100,-0.073,-0.068
10730140,24717,2,AY,1,100,0.985,0.984
10730140,24718,2,AZ,1,100,0.169,0.175
10730140,24719,2,GX,1,100,6.653,-0.153
10730140,24720,2,GY,1,100,-3.479,1.434
10730140,24721,2,GZ,1,100,-2.563,0.214
10730140,24722,2,MX,1,100,79,78
10730140,24723,2,MY,1,100,-32,-31
10730140,24724,2,MZ,1,100,48,50
10730252,24725,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10730232,24726,1,SF,1,100,3.8612
10730247,24727,3,PI,1,100,5170,5584,32094
10730247,24728,3,PR,1,100,4604,4893,33728
10730247,24729,3,PG,1,100,420,457,2269
10730232,24730,2,EA,1,100,0.030309,0.030306
10730232,24731,2,EL,1,100,26432.199219,26437.000000
10730174,24732,1,TH,1,100,31.215
10730260,24733,3,AX,1,100,-0.053,-0.057,-0.023
10730260,24734,3,AY,1,100,0.987,0.987,0.994
10730260,24735,3,AZ,1,100,0.197,0.177,0.241
10730260,24736,3,GX,1,100,-1.953,0.427,7.324
10730260,24737,3,GY,1,100,1.617,0.458,3.723
10730260,24738,3,GZ,1,100,1.526,0.854,-6.561
10730260,24739,3,MX,1,100,78,78,79
10730260,24740,3,MY,1,100,-32,-33,-33
10730260,24741,3,MZ,1,100,49,49,48
10730367,24742,3,PI,1,100,99223,147747,156900
10730367,24743,3,PR,1,100,116346,141232,144948
10730367,24744,3,PG,1,100,6699,6413,7180
10730366,24745,2,EA,1,100,0.049110,10000.000000
10730366,24746,2,EL,1,100,8825.200195,-20128.199219
10730292,24747,1,T1,1,100,32.987
10730307,24748,1,TH,1,100,31.198
10730340,24749,2,AX,1,100,-0.081,-0.077
10730340,24750,2,AY,1,100,0.985,0.987
10730340,24751,2,AZ,1,100,0.161,0.162
10730340,24752,2,GX,1,100,2.777,0.946
10730340,24753,2,GY,1,100,5.188,1.892
10730340,24754,2,GZ,1,100,-2.380,1.801
10730340,24755,2,MX,1,100,79,78
10730340,24756,2,MY,1,100,-32,-32
10730340,24757,2,MZ,1,100,48,50
10730453,24758,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10730447,24759,2,PI,1,100,159056,148342
10730447,24760,2,PR,1,100,145967,140441
10730447,24761,2,PG,1,100,7560,7285
10730432,24762,1,EA,1,100,10000.000000
10730432,24763,1,EL,1,100,-24020.199219
10730426,24764,1,T1,1,100,32.959
10730440,24765,1,TH,1,100,34.651
10730460,24766,3,AX,1,100,-0.078,-0.073,-0.092
10730460,24767,3,AY,1,100,0.987,0.987,0.986
10730460,24768,3,AZ,1,100,0.169,0.169,0.143
10730460,24769,3,GX,1,100,1.587,0.458,8.026
10730460,24770,3,GY,1,100,2.747,-0.885,-4.913
10730460,24771,3,GZ,1,100,-0.824,0.305,-2.502
10730460,24772,3,MX,1,100,79,78,79
10730460,24773,3,MY,1,100,-33,-33,-33
10730460,24774,3,MZ,1,100,48,48,48
10730566,24775,1,SF,1,100,3.8166
10730567,24776,3,PI,1,100,98926,30721,14047
10730567,24777,3,PR,1,100,117034,34060,14400
10730567,24778,3,PG,1,100,7023,2052,976
10730566,24779,2,EA,1,100,0.053959,0.030556
10730566,24780,2,EL,1,100,6274.399902,26060.599609
10730559,24781,1,T1,1,100,32.947
10730574,24782,1,TH,1,100,34.661
10730540,24783,2,AX,1,100,-0.081,-0.073
10730540,24784,2,AY,1,100,0.986,0.990
10730540,24785,2,AZ,1,100,0.153,0.163
10730540,24786,2,GX,1,100,9.583,1.404
10730540,24787,2,GY,1,100,-2.106,0.732
10730540,24788,2,GZ,1,100,-4.669,-0.214
10730540,24789,2,MX,1,100,78,79
10730540,24790,2,MY,1,100,-33,-33
10730540,24791,2,MZ,1,100,46,48
10730654,24792,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10730647,24793,2,PI,1,100,9736,8427
10730647,24794,2,PR,1,100,9570,8182
10730647,24795,2,PG,1,100,697,636
10730632,24796,1,EA,1,100,0.030306
10730632,24797,1,EL,1,100,26436.800781
10730660,24798,3,AX,1,100,-0.084,-0.080,-0.092
10730660,24799,3,AY,1,100,0.987,0.987,0.984
10730660,24800,3,AZ,1,100,0.151,0.151,0.141
10730660,24801,3,GX,1,100,1.526,2.197,1.282
10730660,24802,3,GY,1,100,1.434,-0.153,-0.214
10730660,24803,3,GZ,1,100,-0.977,0.183,0.458
10730660,24804,3,MX,1,100,79,79,79
10730660,24805,3,MY,1,100,-34,-33,-33
10730660,24806,3,MZ,1,100,48,47,47
10730767,24807,3,PI,1,100,8502,13472,94378
10730767,24808,3,PR,1,100,8271,13555,103637
10730767,24809,3,PG,1,100,633,970,5487
10730766,24810,2,EA,1,100,0.030306,0.043671
10730766,24811,2,EL,1,100,26436.000000,12360.400391
10730692,24812,1,T1,1,100,32.977
10730707,24813,1,TH,1,100,32.329
10730740,24814,2,AX,1,100,-0.069,-0.119
10730740,24815,2,AY,1,100,0.992,0.988
10730740,24816,2,AZ,1,100,0.168,0.087
10730740,24817,2,GX,1,100,2.380,5.066
10730740,24818,2,GY,1,100,-0.671,-2.930
10730740,24819,2,GZ,1,100,0.000,1.953
10730740,24820,2,MX,1,100,79,79
10730740,24821,2,MY,1,100,-33,-33
10730740,24822,2,MZ,1,100,47,47
10730855,24823,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10730832,24824,1,SF,1,100,3.7724
10730847,24825,2,PI,1,100,147078,152728
10730847,24826,2,PR,1,100,140936,143424
10730847,24827,2,PG,1,100,6441,6985
10730832,24828,1,EA,1,100,10000.000000
10730832,24829,1,EL,1,100,-19727.599609
10730826,24830,1,T1,1,100,32.884
10730840,24831,1,TH,1,100,32.322
10730873,24832,3,AX,1,100,-0.069,-0.089,-0.083
10730873,24833,3,AY,1,100,0.987,0.989,0.986
10730873,24834,3,AZ,1,100,0.163,0.137,0.150
10730873,24835,3,GX,1,100,6.531,-1.770,0.305
10730873,24836,3,GY,1,100,6.866,6.104,1.984
10730873,24837,3,GZ,1,100,-2.502,0.092,-1.007
10730873,24838,3,MX,1,100,79,78,79
10730873,24839,3,MY,1,100,-34,-33,-34
10730873,24840,3,MZ,1,100,45,47,46
10730967,24841,3,PI,1,100,151968,142022,113750
10730967,24842,3,PR,1,100,143092,137444,132344
10730967,24843,3,PG,1,100,7165,6809,7519
10730966,24844,2,EA,1,100,10000.000000,0.136902
10730966,24845,2,EL,1,100,-26026.800781,-9376.799805
10730959,24846,1,T1,1,100,32.843
10730974,24847,1,TH,1,100,34.101
10730953,24848,2,AX,1,100,-0.092,-0.088
10730953,24849,2,AY,1,100,0.980,0.989
10730953,24850,2,AZ,1,100,0.137,0.144
10730953,24851,2,GX,1,100,3.235,3.204
10730953,24852,2,GY,1,100,1.373,0.000
10730953,24853,2,GZ,1,100,-2.625,-1.343
10730953,24854,2,MX,1,100,79,79
10730953,24855,2,MY,1,100,-35,-34
10730953,24856,2,MZ,1,100,46,46
10731056,24857,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10731047,24858,2,PI,1,100,42545,12549
10731047,24859,2,PR,1,100,49100,12673
10731047,24860,2,PG,1,100,2853,875
10731032,24861,1,EA,1,100,0.032726
10731032,24862,1,EL,1,100,23034.800781
10731073,24863,3,AX,1,100,-0.090,-0.087,-0.086
10731073,24864,3,AY,1,100,0.986,0.986,0.990
10731073,24865,3,AZ,1,100,0.146,0.132,0.138
10731073,24866,3,GX,1,100,0.641,-3.601,2.563
10731073,24867,3,GY,1,100,2.014,-0.061,-2.014
10731073,24868,3,GZ,1,100,-0.031,3.845,0.702
10731073,24869,3,MX,1,100,79,79,78
10731073,24870,3,MY,1,100,-34,-33,-33
10731073,24871,3,MZ,1,100,47,48,46
10731166,24872,1,SF,1,100,3.7288
10731167,24873,3,PI,1,100,7591,6129,10746
10731167,24874,3,PR,1,100,7253,5729,10277
10731167,24875,3,PG,1,100,585,486,787
10731166,24876,2,EA,1,100,0.030307,0.030306
10731166,24877,2,EL,1,100,26435.800781,26436.599609
10731092,24878,1,T1,1,100,32.968
10731107,24879,1,TH,1,100,34.099
10731153,24880,2,AX,1,100,-0.074,-0.071
10731153,24881,2,AY,1,100,0.990,0.988
10731153,24882,2,AZ,1,100,0.164,0.164
10731153,24883,2,GX,1,100,-7.050,-9.094
10731153,24884,2,GY,1,100,3.052,2.472
10731153,24885,2,GZ,1,100,3.845,6.195
10731153,24886,2,MX,1,100,78,79
10731153,24887,2,MY,1,100,-34,-33
10731153,24888,2,MZ,1,100,48,47
10731257,24889,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10731247,24890,2,PI,1,100,64800,140004
10731247,24891,2,PR,1,100,74019,140126
10731247,24892,2,PG,1,100,4704,6188
10731232,24893,1,EA,1,100,0.050795
10731232,24894,1,EL,1,100,7883.600098
10731226,24895,1,T1,1,100,32.986
10731240,24896,1,TH,1,100,33.941
10731273,24897,3,AX,1,100,-0.050,-0.078,-0.078
10731273,24898,3,AY,1,100,0.994,0.989,0.989
10731273,24899,3,AZ,1,100,0.198,0.153,0.142
10731273,24900,3,GX,1,100,4.272,2.747,-2.930
10731273,24901,3,GY,1,100,0.671,3.204,7.812
10731273,24902,3,GZ,1,100,-2.106,-0.610,4.028
10731273,24903,3,MX,1,100,79,79,79
10731273,24904,3,MY,1,100,-33,-34,-33
10731273,24905,3,MZ,1,100,47,48,47
10731367,24906,3,PI,1,100,153127,157255,149765
10731367,24907,3,PR,1,100,144589,146358,142600
10731367,24908,3,PG,1,100,6764,7210,7163
10731366,24909,2,EA,1,100,10000.000000,10000.000000
10731366,24910,2,EL,1,100,-21006.000000,-22846.400391
10731359,24911,1,T1,1,100,32.888
10731374,24912,1,TH,1,100,33.956
10731353,24913,2,AX,1,100,-0.062,-0.071
10731353,24914,2,AY,1,100,0.995,0.992
10731353,24915,2,AZ,1,100,0.156,0.168
10731353,24916,2,GX,1,100,-10.193,-3.387
10731353,24917,2,GY,1,100,8.423,-1.343
10731353,24918,2,GZ,1,100,4.211,-2.319
10731353,24919,2,MX,1,100,79,79
10731353,24920,2,MY,1,100,-33,-33
10731353,24921,2,MZ,1,100,48,48
10731460,24922,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10731447,24923,2,PI,1,100,88684,19402
10731447,24924,2,PR,1,100,103326,20253
10731447,24925,2,PG,1,100,6288,1295
10731432,24926,1,EA,1,100,0.045357
10731432,24927,1,EL,1,100,11173.799805
10731473,24928,3,AX,1,100,-0.094,-0.076,-0.072
10731473,24929,3,AY,1,100,0.986,0.987,0.987
10731473,24930,3,AZ,1,100,0.144,0.149,0.166
10731473,24931,3,GX,1,100,9.949,4.639,-5.829
10731473,24932,3,GY,1,100,-5.463,0.580,0.916
10731473,24933,3,GZ,1,100,-6.653,1.160,6.012
10731473,24934,3,MX,1,100,79,79,79
10731473,24935,3,MY,1,100,-33,-34,-34
10731473,24936,3,MZ,1,100,48,48,47
10731566,24937,1,SF,1,100,3.6856
10731567,24938,3,PI,1,100,7957,4656,4681
10731567,24939,3,PR,1,100,7611,4172,4178
10731567,24940,3,PG,1,100,595,379,398
10731566,24941,2,EA,1,100,0.030334,0.030306
10731566,24942,2,EL,1,100,26394.400391,26437.000000
10731492,24943,1,T1,1,100,32.987
10731507,24944,1,TH,1,100,31.675
10731553,24945,2,AX,1,100,-0.085,-0.075
10731553,24946,2,AY,1,100,0.986,0.986
10731553,24947,2,AZ,1,100,0.160,0.153
10731553,24948,2,GX,1,100,-0.519,-0.977
10731553,24949,2,GY,1,100,0.366,0.641
10731553,24950,2,GZ,1,100,-0.763,3.326
10731553,24951,2,MX,1,100,78,79
10731553,24952,2,MY,1,100,-33,-33
10731553,24953,2,MZ,1,100,48,48
10731661,24954,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10731660,24955,2,PI,1,100,9935,47805
10731660,24956,2,PR,1,100,9566,55059
10731660,24957,2,PG,1,100,741,3552
10731632,24958,1,EA,1,100,0.030843
10731632,24959,1,EL,1,100,25636.000000
10731625,24960,1,T1,1,100,33.030
10731640,24961,1,TH,1,100,31.660
10731673,24962,3,AX,1,100,-0.079,-0.051,-0.099
10731673,24963,3,AY,1,100,0.985,0.996,0.985
10731673,24964,3,AZ,1,100,0.162,0.184,0.137
10731673,24965,3,GX,1,100,1.068,0.183,2.716
10731673,24966,3,GY,1,100,0.732,1.953,2.136
10731673,24967,3,GZ,1,100,2.899,0.397,-0.916
10731673,24968,3,MX,1,100,80,78,79
10731673,24969,3,MY,1,100,-33,-33,-32
10731673,24970,3,MZ,1,100,48,48,48
10731780,24971,3,PI,1,100,136597,151767,156453
10731780,24972,3,PR,1,100,139592,143845,145812
10731780,24973,3,PG,1,100,6315,6650,7117
10731766,24974,2,EA,1,100,0.092830,10000.000000
10731766,24975,2,EL,1,100,-4542.799805,-24131.199219
10731759,24976,1,T1,1,100,33.048
10731774,24977,1,TH,1,100,34.747
10731766,24978,2,AX,1,100,-0.061,-0.065
10731766,24979,2,AY,1,100,0.989,0.988
10731766,24980,2,AZ,1,100,0.173,0.167
10731766,24981,2,GX,1,100,-4.700,1.099
10731766,24982,2,GY,1,100,2.899,0.885
10731766,24983,2,GZ,1,100,4.089,0.244
10731766,24984,2,MX,1,100,78,79
10731766,24985,2,MY,1,100,-33,-33
10731766,24986,2,MZ,1,100,48,48
10731862,24987,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10731832,24988,1,SF,1,100,3.6430
10731860,24989,2,PI,1,100,154473,123521
10731860,24990,2,PR,1,100,145041,134134
10731860,24991,2,PG,1,100,7301,7519
10731832,24992,1,EA,1,100,10000.000000
10731832,24993,1,EL,1,100,-21355.800781
10731886,24994,3,AX,1,100,-0.092,-0.096,-0.088
10731886,24995,3,AY,1,100,0.978,0.986,0.987
10731886,24996,3,AZ,1,100,0.171,0.126,0.156
10731886,24997,3,GX,1,100,10.193,10.468,1.160
10731886,24998,3,GY,1,100,-1.862,-1.740,2.136
10731886,24999,3,GZ,1,100,-7.996,-7.263,-0.580
10731886,25000,3,MX,1,100,78,78,78
10731886,25001,3,MY,1,100,-33,-34,-34
10731886,25002,3,MZ,1,100,47,48,47
10731980,25003,3,PI,1,100,37627,11474,7519
10731980,25004,3,PR,1,100,43271,11372,7080
10731980,25005,3,PG,1,100,2550,829,581
10731966,25006,2,EA,1,100,0.040991,0.030309
10731966,25007,2,EL,1,100,14446.799805,26431.400391
10731892,25008,1,T1,1,100,32.985
10731907,25009,1,TH,1,100,34.758
10731966,25010,2,AX,1,100,-0.078,-0.082
10731966,25011,2,AY,1,100,0.989,0.987
10731966,25012,2,AZ,1,100,0.141,0.150
10731966,25013,2,GX,1,100,-0.580,-0.397
10731966,25014,2,GY,1,100,0.793,0.763
10731966,25015,2,GZ,1,100,2.014,0.763
10731966,25016,2,MX,1,100,79,79
10731966,25017,2,MY,1,100,-34,-33
10731966,25018,2,MZ,1,100,47,48
10732063,25019,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10732060,25020,2,PI,1,100,6084,8928
10732060,25021,2,PR,1,100,5586,8415
10732060,25022,2,PG,1,100,476,676
10732032,25023,1,EA,1,100,0.030306
10732032,25024,1,EL,1,100,26436.599609
10732025,25025,1,T1,1,100,33.136
10732040,25026,1,TH,1,100,31.723
10732086,25027,3,AX,1,100,-0.083,-0.078,-0.025
10732086,25028,3,AY,1,100,0.989,0.983,1.002
10732086,25029,3,AZ,1,100,0.156,0.145,0.204
10732086,25030,3,GX,1,100,-0.275,-1.190,-2.441
10732086,25031,3,GY,1,100,0.824,-0.336,-1.160
10732086,25032,3,GZ,1,100,0.488,4.242,4.486
10732086,25033,3,MX,1,100,79,78,79
10732086,25034,3,MY,1,100,-32,-33,-33
10732086,25035,3,MZ,1,100,46,48,47
10732166,25036,1,SF,1,100,3.6009
10732180,25037,3,PI,1,100,34622,133721,150700
10732180,25038,3,PR,1,100,36429,138195,144266
10732180,25039,3,PG,1,100,2439,6489,6231
10732166,25040,2,EA,1,100,0.033748,0.206405
10732166,25041,2,EL,1,100,21745.400391,-12805.400391
10732159,25042,1,T1,1,100,33.130
10732174,25043,1,TH,1,100,31.715
10732166,25044,2,AX,1,100,-0.108,-0.065
10732166,25045,2,AY,1,100,0.986,0.989
10732166,25046,2,AZ,1,100,0.111,0.167
10732166,25047,2,GX,1,100,4.120,-6.897
10732166,25048,2,GY,1,100,0.397,5.341
10732166,25049,2,GZ,1,100,-2.411,3.235
10732166,25050,2,MX,1,100,79,79
10732166,25051,2,MY,1,100,-34,-34
10732166,25052,2,MZ,1,100,48,48
10732240,25053,1,TL,1,100,2025-10-24_02-19-24-140961
10732241,25054,2,AK,1,100,24246,RD
10732242,25055,2,RD,1,100,TL,TU
10732253,25056,1,TL,1,100,2025-10-24_02-19-29-169026
10732254,25057,2,AK,1,100,25055,RD
10732264,25058,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10732260,25059,2,PI,1,100,153683,146989
10732260,25060,2,PR,1,100,145262,141540
10732260,25061,2,PG,1,100,6512,6520
10732232,25062,1,EA,1,100,10000.000000
10732232,25063,1,EL,1,100,-24964.400391
10732292,25064,1,T1,1,100,33.021
10732286,25065,3,AX,1,100,-0.090,-0.047,-0.092
10732286,25066,3,AY,1,100,0.985,0.993,0.987
10732286,25067,3,AZ,1,100,0.161,0.176,0.152
10732286,25068,3,GX,1,100,-9.796,2.319,5.981
10732286,25069,3,GY,1,100,3.998,2.563,2.655
10732286,25070,3,GZ,1,100,4.944,-3.479,-6.531
10732286,25071,3,MX,1,100,79,79,78
10732286,25072,3,MY,1,100,-33,-33,-33
10732286,25073,3,MZ,1,100,48,48,47
10732380,25074,3,PI,1,100,107108,27163,11561
10732380,25075,3,PR,1,100,122440,28727,11108
10732380,25076,3,PG,1,100,7136,1766,818
10732366,25077,2,EA,1,100,0.079124,0.031325
10732366,25078,2,EL,1,100,-1941.800049,24940.400391
10732307,25079,1,TH,1,100,33.692
10732366,25080,2,AX,1,100,-0.066,-0.078
10732366,25081,2,AY,1,100,0.989,0.985
10732366,25082,2,AZ,1,100,0.172,0.158
10732366,25083,2,GX,1,100,-1.709,-1.068
10732366,25084,2,GY,1,100,0.336,0.305
10732366,25085,2,GZ,1,100,1.923,3.723
10732366,25086,2,MX,1,100,78,79
10732366,25087,2,MY,1,100,-33,-34
10732366,25088,2,MZ,1,100,48,48
10732465,25089,4,EM,1,100,RS,RB,2025-10-24_02-19-25-806081.csv,PS,MN
10732460,25090,2,PI,1,100,7229,7143
10732460,25091,2,PR,1,100,6627,6530
10732460,25092,2,PG,1,100,561,549
10732432,25093,1,EA,1,100,0.030306
10732432,25094,1,EL,1,100,26436.400391
10732425,25095,1,T1,1,100,33.009
10732440,25096,1,TH,1,100,33.691
10732486,25097,3,AX,1,100,-0.073,-0.080,-0.097
10732486,25098,3,AY,1,100,0.989,0.986,0.980
10732486,25099,3,AZ,1,100,0.169,0.157,0.148
10732486,25100,3,GX,1,100,1.434,-0.580,-0.397
10732486,25101,3,GY,1,100,0.305,0.641,0.183
10732486,25102,3,GZ,1,100,-1.129,0.336,0.946
10732486,25103,3,MX,1,100,79,79,78
10732486,25104,3,MY,1,100,-33,-34,-33
10732486,25105,3,MZ,1,100,48,49,48
10732566,25106,1,SF,1,100,3.5592
10732580,25107,3,PI,1,100,8820,29868,138756
