timestamp_iso8601,timestamp_epoch_ms,remote_ip,remote_port,payload
2025-10-24T08:54:39.826Z,1761296079826,10.0.0.191,3132,"346097,53117,3,GZ,1,100,0.336,0.336,0.336
346097,53118,3,MX,1,100,-9,-9,-9
346097,53119,3,MY,1,100,-18,-18,-18
346097,53120,3,MZ,1,100,116,116,116
"
2025-10-24T08:54:39.997Z,1761296079997,10.0.0.191,3132,"346163,53121,1,SF,1,100,0.0000
346191,53122,3,PI,1,100,6386,6392,6391
346191,53123,3,PR,1,100,7275,7303,7277
346191,53124,3,PG,1,100,1035,1047,1038
346163,53125,1,EA,1,100,0.030304
346163,53126,1,EL,1,100,26439.000000
346177,53127,2,AX,1,100,0.096,0.094
346177,53128,2,AY,1,100,-0.012,-0.012
346177,53129,2,AZ,1,100,1.025,1.027
346177,53130,2,GX,1,100,0.458,0.488
346177,53131,2,GY,1,100,0.671,0.671
346177,53132,2,GZ,1,100,0.305,0.305
346177,53133,2,MX,1,100,-9,-9
346177,53134,2,MY,1,100,-17,-18
"
2025-10-24T08:54:39.998Z,1761296079998,10.0.0.191,3132,"346177,53135,2,MZ,1,100,116,116
"
2025-10-24T08:54:39.998Z,1761296079998,10.0.0.191,3132,"346261,53136,4,EM,1,100,RS,RE,PS,MN
"
2025-10-24T08:54:39.999Z,1761296079999,10.0.0.191,3132,"346261,53136,4,EM,1,100,RS,RE,PS,MN
346271,53137,2,PI,1,100,6380,6388
346271,53138,2,PR,1,100,7282,7274
346271,53139,2,PG,1,100,1038,1050
346297,53140,2,EA,1,100,0.030304,0.030304
346297,53141,2,EL,1,100,26439.000000,26439.000000
346223,53142,1,T1,1,100,32.018
346238,53143,1,TH,1,100,30.281
346297,53144,3,AX,1,100,0.096,0.094,0.095
346297,53145,3,AY,1,100,-0.013,-0.012,-0.011
346297,53146,3,AZ,1,100,1.025,1.029,1.028
346297,53147,3,GX,1,100,0.458,0.458,0.458
346297,53148,3,GY,1,100,0.641,0.641,0.641
"
2025-10-24T08:54:39.999Z,1761296079999,10.0.0.191,3132,"346297,53149,3,GZ,1,100,0.305,0.305,0.305
346297,53150,3,MX,1,100,-8,-9,-10
346297,53151,3,MY,1,100,-16,-18,-17
346297,53152,3,MZ,1,100,117,117,116
"
2025-10-24T08:54:40.193Z,1761296080193,10.0.0.191,3132,"346391,53153,3,PI,1,100,6385,6388,6388
346391,53154,3,PR,1,100,7278,7280,7280
346391,53155,3,PG,1,100,1050,1038,1042
346363,53156,1,EA,1,100,0.030304
346363,53157,1,EL,1,100,26439.000000
346356,53158,1,T1,1,100,32.043
346371,53159,1,TH,1,100,30.274
346377,53160,2,AX,1,100,0.096,0.096
346377,53161,2,AY,1,100,-0.012,-0.014
346377,53162,2,AZ,1,100,1.027,1.028
346377,53163,2,GX,1,100,0.427,0.397
346377,53164,2,GY,1,100,0.671,0.671
346377,53165,2,GZ,1,100,0.305,0.305
346377,53166,2,MX,1,100,-9,-9
"
2025-10-24T08:54:40.194Z,1761296080194,10.0.0.191,3132,"346377,53167,2,MY,1,100,-18,-18
346377,53168,2,MZ,1,100,116,116
"
2025-10-24T08:54:40.195Z,1761296080195,10.0.0.191,3132,"346433,53169,2,RD,1,100,TL,TU
"
2025-10-24T08:54:40.196Z,1761296080196,10.0.0.191,3132,"346535,53170,4,EM,1,100,RS,RE,PS,MN
"
